,,Item,,Description,,Type,,Cost,,Price,,Sales Tax Code,,Purchase Tax Code,,Quantity On Hand,,Quantity On Sales Order,,Reorder Pt (Min),,Quantity On Purchase Order,,U/M Set,,U/M,,Preferred Vendor
,,DEN-66002892,,DENTSPLY DISPERSALLOY 2 SPILL REGULAR SET,,Inventory Part,,45.61,,0.46,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,DEN-663001,,DENTSPLY AUTOMATRIX MED THIN REFILLS,,Inventory Part,,31.50,,0.06,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,DEN-663002,,DENTSPLY AUTOMATRIX NARROW REGULAR REFILLS,,Inventory Part,,31.50,,0.19,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,DEN-663003,,DENTSPLY AUTOMATRIX MED REG REFILLS,,Inventory Part,,31.51,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DEN-663004,,DENTSPLY AUTOMATRIX WIDE REGULAR REFILLS,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DEN-666210,,DENTSPLY INTEGRITY REFILL PK A1,,Inventory Part,,82.59,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,DEN-666220,,DENTSPLY INTEGRITY REFILL PK A2,,Inventory Part,,85.00,,0.14,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,DEN-666230,,DENTSPLY INTEGRITY REFILL PK A3.5,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DEN-666240,,DENTSPLY INTEGRITY REFILL PK B1,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DEN-678768,,DENTSPLY AQUASIL ULTRA REFILLS XLV REGULAR SET,,Inventory Part,,48.52,,47.79,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,DEN-678771,,DENTSPLY AQUASIL ULTRA REFILLS LV REGULAR SET,,Inventory Part,,48.52,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,DEN-678773,,DENTSPLY AQUASIL ULTRA REFILLS MONOPHASE REGULAR SET,,Inventory Part,,48.52,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DEN-678774,,DENTSPLY AQUASIL ULTRA REFILLS MONOPHASE FAST SET,,Inventory Part,,54.08,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,DEN-678775,,DENTSPLY AQUASIL ULTRA REFILLS HEAVY REGULAR SET,,Inventory Part,,48.52,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,DEN-678776,,DENTSPLY AQUASIL ULTRA REFILLS HEAVY FAST SET,,Inventory Part,,56.78,,0.00,,Non,,Non,,0.00,,0.00,,,,4.00,,ea,,each (ea),,
,,DEN-801211,,DENTSPLY NUPRO PROPHY PASTE ORANGE CUPS COARSE,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DEN-801212,,DENTSPLY NUPRO PROPHY PASTE MINT CUPS COARSE,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DEN-801222,,DENTSPLY NUPRO PROPHY PASTE MINT CUPS MEDIUM,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DEN-801227,,DENTSPLY NUPRO PROPHY PASTE GRAPE CUPS COARSE,,Inventory Part,,23.90,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DEN-801232,,DENTSPLY NUPRO PROPHY PASTE MINT CUPS FINE,,Inventory Part,,25.85,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DEN-801299,,DENTSPLY NUPRO PROPHY PASTE MINT CUPS PLUS,,Inventory Part,,23.89,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DEN-801306,,DENTSPLY NUPRO PROPHY PASTE COOKIE DOUGH CUPS COARSE,,Inventory Part,,23.90,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DEN-801309,,DENTSPLY NUPRO PROPHY PASTE RAZZBERRY CUPS COARSE,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DEN-801322,,DENTSPLY NUPRO PROPHY PASTE CHERRYBLAST CUPS COARSE,,Inventory Part,,23.90,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DEN-80392,,DENTSPLY CAVITRON 25K FSI SLI 10S,,Inventory Part,,69.50,,0.00,,Non,,Non,,0.00,,3.00,,,,0.00,,ea,,each (ea),,
,,DEN-80393,,DENTSPLY CAVITRON 25K FSI SLI 10L,,Inventory Part,,68.16,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,DEN-80395,,DENTSPLY CAVITRON 30K FSI SLI-10S,,Inventory Part,,69.85,,70.27,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,DEN-80396,,DENTSPLY CAVITRON 30K FSI SLI-10L,,Inventory Part,,69.72,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DEN-80397,,DENTSPLY CAVITRON 30K FSI SLI-10R,,Inventory Part,,69.72,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DEN-80796,,DENTSPLY CAVITRON 25K FSI-1000,,Inventory Part,,69.72,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DEN-80799,,DENTSPLY CAVITRON 30K FSI-1000,,Inventory Part,,70.20,,0.70,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,DEN-XTIP50,,DENTSPLY XTIP 50PK REFILL,,Inventory Part,,77.42,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DER-31815,,DERMA SCIENCES HYDROGEL ADHESIVE 1.5oz TUBE 1/BX 12/CS,,Inventory Part,,5.94,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DIA-202-603,,DIADENT DIA PAPER POINTS FINE 200 BX,,Inventory Part,,1.49,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DIA-ML150-S602,,DIADENT DIA PRO T GUTTA PERCHA #F2,,Inventory Part,,2.05,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,DMG-110401,,DMG LUXATEMP AUTOMIX PLUS REFILL A1,,Inventory Part,,64.02,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,DMG-110402,,DMG LUXATEMP AUTOMIX PLUS REFILL A2,,Inventory Part,,68.09,,11.20,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,EDS-130-0,,ESSENTIAL DENTAL SYSTEMS FLEXI-POST SS YELLOW #0 10/PK,,Inventory Part,,75.00,,0.01,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,EDS-130-01,,ESSENTIAL DENTAL SYSTEMS FLEXI-POST SS RED #1 10/PK,,Inventory Part,,75.00,,0.01,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,EDS-135-0,,ESSENTIAL DENTAL SYSTEMS FLEXI-POST TI YELLOW #0 10/PK,,Inventory Part,,74.99,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,EDS-135-01,,ESSENTIAL DENTAL SYSTEMS FLEXI-POST TI RED #1 10/PK,,Inventory Part,,74.99,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,EDS-140-0,,ESSENTIAL DENTAL SYSTEMS FLEXI-POST SS YELLOW #0 30/PK,,Inventory Part,,200.73,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,EDS-140-01,,ESSENTIAL DENTAL SYSTEMS FLEXI-POST SS RED #1 30/PK,,Inventory Part,,200.73,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,EDS-145-0,,ESSENTIAL DENTAL SYSTEMS FLEXI-POST TI YELLOW #0 30/PK,,Inventory Part,,200.73,,0.00,,Non,,Non,,0.00,,1.00,,,,0.00,,ea,,each (ea),,
,,EDS-145-01,,ESSENTIAL DENTAL SYSTEMS FLEXI-POST TI RED #1 30/PK,,Inventory Part,,180.00,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,ETL-02578,,"ELTAMD UV PHYSICAL SPF 41, 85-GRAM",,Inventory Part,,8.24,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,ETL-02578#,,"DAMAGED ELTAMD UV PHYSICAL SPF 41, 85-GRAM",,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,FFX-JB,,FAIRFAX STABILOK ECONOMY KIT BLUE SMALL,,Inventory Part,,62.33,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,FFX-JG,,FAIRFAX STABILOK ECONOMY KIT GREEN MEDIUM,,Inventory Part,,64.43,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,FFX-JO,,FAIRFAX STABILOK ECONOMY KIT TI ORANGE MEDIUM,,Inventory Part,,54.63,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,FFX-JY,,FAIRFAX STABILOK ECONOMY KIT TI YELLOW SMALL,,Inventory Part,,65.41,,1.27,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,FFX-SB,,FAIRFAX STABILOK STANDARD KIT  BLUE SS,,Inventory Part,,11.95,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,FFX-SD,,FAIRFAX STABIDENT ECONOMY KIT,,Inventory Part,,93.91,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,FFX-SG,,FAIRFAX STABILOK STANDARD KIT GREEN SS,,Inventory Part,,11.76,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,FFX-SO,,FAIRFAX STABILOK STANDARD KIT TI ORANGE MEDIUM,,Inventory Part,,15.29,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,FFX-ST,,FAIRFAX STABIDENT STANDARD KIT,,Inventory Part,,23.98,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,FFX-SY,,FAIRFAX STABILOK STANDARD KIT TI YELLOW SMALL,,Inventory Part,,14.60,,0.30,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,FX-JB,,FAIRFAX STABILOK ECONOMY KIT BLUE SMALL,,Inventory Part,,64.88,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,GCD-000101(E),,GC FUJI II GLASS IONOMER SHADE #21 PALE YELLOW,,Inventory Part,,49.54,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,GCD-000124,,GC MIRACLE MIX CAPSULES 50/PK,,Inventory Part,,116.43,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,GCD-000136,,GC FUJI I CEMENT 1:1 PACKAGE LY..,,Inventory Part,,69.53,,0.00,,Non,,H,,0.00,,0.00,,,,0.00,,ea,,each (ea),,MainlineMD
,,GCD-000139,,GC FUJI II LC CAPSULES A2,,Inventory Part,,98.64,,1.16,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,GCD-000140,,GC FUJI II LC CAPSULES A3,,Inventory Part,,98.64,,0.00,,Non,,Non,,0.00,,0.00,,,,2.00,,ea,,each (ea),,
,,GCD-000166,,GC FUJI IX GP CAPSULES A2 50/PK,,Inventory Part,,89.19,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,GCD-000213,,GC FUJI IX GP FAST CAPSULE REFILL A3 50/PK,,Inventory Part,,89.18,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,GCD-000218,,GC FUJI PLUS CEMENT 1-1 PKG W/ CONDITIONER,,Inventory Part,,61.09,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,GCD-000222,,GC FUJI PLUS CAPSULES YELLOW 50/PK,,Inventory Part,,102.58,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,GCD-000239,,GC MIRACLE MIX COMPLETE-KIT,,Inventory Part,,57.64,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,GCD-000240,,GC FUJI I CAPSULES LIGHT YELLOW 50/PK,,Inventory Part,,75.56,,3.48,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,GCD-001418,,GC FUJI PLUS CAPSULES A3 50/PK,,Inventory Part,,100.92,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,GCD-001887,,GC FUJI LINING LC PASTE REFILL PACKAGE,,Inventory Part,,54.72,,0.00,,Non,,Non,,0.00,,1.00,,,,0.00,,ea,,each (ea),,
,,GCD-002258,,GC FUJI CEM AUTOMIX REFILL PACKAGE                          ..,,Inventory Part,,50.65,,0.03,,Non,,H,,0.00,,0.00,,,,0.00,,ea,,each (ea),,MainlineMD
,,GCD-002535,,GC FUJI IX GP EXTRA CAPSULE REFILL A2 (50/BX)               ..,,Inventory Part,,101.00,,0.80,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,MainlineMD
,,GCD-003135,,GC FUJI PLUS LUTING CEMENT,,Inventory Part,,71.52,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,GCD-004203,,GC G ANENIAL UNIVERSAL FLOW A2 REFILL,,Inventory Part,,39.97,,0.00,,Non,,Non,,0.00,,3.00,,,,0.00,,ea,,each (ea),,
,,GCD-004204,,GC G ANENIAL UNIVERSAL FLOW A3 REFILL,,Inventory Part,,40.17,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,GCD-004205,,GC G AENIAL UNIVERSAL FLOW A3.5 REFILL                      ..,,Inventory Part,,40.17,,0.00,,Non,,H,,0.00,,0.00,,,,0.00,,ea,,each (ea),,MainlineMD
,,GCD-004714,,GC FUJICEM 2 PASTE PACK,,Inventory Part,,102.09,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,GCD-004858,,GC G-CEM LINKACE SYRINGE TRANSLUCENT 2/PK,,Inventory Part,,81.63,,0.00,,Non,,Non,,0.00,,6.00,,,,0.00,,ea,,each (ea),,
,,GCD-004903,,GC FIT CHECKER ADVANCED 1:1,,Inventory Part,,39.80,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,GCD-004904,,GC FIT CHECKER ADVANCED CARTRIDGE PACKAGE WHITE,,Inventory Part,,47.44,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,GCD-011942,,G-aenial Bond - 5 mL Bottle Refill.,,Inventory Part,,63.42,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,GCD-135001,,GC COE PAK STANDARD PACKAGE,,Inventory Part,,28.74,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,GCD-250010,,GC COE TRAY CLEANER 1.27LB,,Inventory Part,,17.49,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,GCD-345001,,GC KOOLINER RELINE COMPLETE,,Inventory Part,,42.49,,0.00,,Non,,Non,,0.00,,1.00,,,,0.00,,ea,,each (ea),,
,,GLO-1004,,GLO MINERALS PRESSED BASE NATURAL DARK,,Inventory Part,,11.25,,14.84,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,GLO-3503,,GLO MINERALS CAMOUFLAGE OIL FREE NATURAL,,Inventory Part,,6.43,,8.57,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,GLO-3509,,GLO MINERALS CORRECTIVE CAMOUFLAGE KIT,,Inventory Part,,6.87,,8.24,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,GLO-7100,,GLO MINERALS PRECISION MICRO EYELINER BLACK,,Inventory Part,,3.05,,3.96,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,GSM-442090,,GS MEDICAL PROFESSIONAL'S CHOICE STERIL-SURE POUCH 2.75'x10',,Inventory Part,,2.90,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,GSM-442101,,GS MEDICAL PROFESSIONAL'S CHOICE STERIL-SURE POUCH 3.5x10',,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HOL-14104,,HOLLISTER NEW IMAGE FORMAFLEX 2-3/4' FLANGE BLUE 5/BX,,Inventory Part,,12.77,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HOL-14603,,HOLLISTER NEW IMAGE FLEXTEND 57MM FLANGE 44MM CTF RED 5/BX,,Inventory Part,,13.33,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HOL-7331(E),,HOLLISTER UROSTOMY DRAIN TUBE ADAPTER 10/BX,,Inventory Part,,5.43,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HOL-7805(E),,HOLLISTER ADAPT BARRIER RING 2' 10/BOX,,Inventory Part,,10.87,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HOL-7806(E),,HOLLISTER ADAPT BARRIER RING 4' 10/BOX,,Inventory Part,,14.29,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HOL-78500(E),,HOLLISTER ADAPT LUBRICATING DEODORANT  8 OZ/BTL,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HOL-7910(E),,HOLLISTER KARAYA PASTE 4.5 OZ.,,Inventory Part,,5.50,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HOL-79300(E),,HOLLISTER ADAPT PASTE 2 OZ TUBE,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HOL-79520(E),,HOLLISTER ADAPT BARRIER RING CONVEX 13/16 INCH 10/BX,,Inventory Part,,11.38,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HOL-79530(E),,HOLLISTER ADAPT BARRIER RING CONVEX 1-3/16 INCH 10/BX,,Inventory Part,,10.99,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HOL-79540(E),,HOLLISTER ADAPT BARRIER RING CONVEX 1-9/16 INCH 10/BX,,Inventory Part,,10.99,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HUF-EXD11/12,,HU FRIEDY EXPLORER DE ODU 11/12,,Inventory Part,,9.03,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HUF-EXD3CH,,HU FRIEDY EXPLORER DE #3CH,,Inventory Part,,8.90,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HUF-EXDEN16,,HU FRIEDY EXPLORER DE#6 SATIN STEEL HANDLE,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HUF-MIR4/12,,HU FRIEDY FS CS MOUTH MIRROR SINGLE (12/BX),,Inventory Part,,25.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HUF-RCS25NT,,HU FRIEDY ENDODONTIC SPREADER NICKEL TITANIUM #25NT SE,,Inventory Part,,14.60,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HUF-S13K/TG,,HU FRIEDY CURETTE/CHISEL 13K/TG DE,,Inventory Part,,16.88,,16.88,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HUF-S204S,,HU FRIEDY SCALER SICKLE DE #204S,,Inventory Part,,14.70,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HUF-S204S9E2,,HU FRIEDY SCALER EVEREDGE DE 204S #9 HANDLE,,Inventory Part,,17.05,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HUF-S204SD76,,HU FRIEDY SCALER 204SD DE #7 SATIN STEEL COLOURS            ..,,Inventory Part,,14.52,,0.49,,Non,,H,,0.00,,0.00,,,,0.00,,ea,,each (ea),,MainlineMD
,,HUF-S204SD9E2,,HU FRIEDY SCALER SICKLE #9 EVEREDGE,,Inventory Part,,17.05,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HUF-SG13/14R9E2,,HU FRIEDY CURETTE GRACEY  RIGID #13/14R EVEREDGE #9 HANDLE,,Inventory Part,,17.64,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HUF-SH6/7,,HU FRIEDY SCALER DE H6/H7 RESIN PURPLE,,Inventory Part,,14.70,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,HUF-SH6/77,,HU FRIEDY SCALER DE H6/H7 #7 HANDLE,,Inventory Part,,15.48,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,HUF-SH6/79E2,,HU FRIEDY EVEREDGE SCALER DE H6/H7 #9 HANDLE,,Inventory Part,,17.05,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HUF-SRP11/1293,,"HU FRIEDY 11/12 AFTER FIVE GRACEY, #9 HDL, ORANGE",,Inventory Part,,17.22,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HUF-SS4,,HU FRIEDY STONE FLAT ARKANSAS #4,,Inventory Part,,18.18,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,HUF-SSO,,HU FRIEDY STONE OIL SHARPEN-EZ 1FL.OZ,,Inventory Part,,8.91,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,J&J-MS0005,,J&J ETHICON SPONGOSTAN SPONGES GELATINE 24/BX,,Inventory Part,,12.18,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,JJ-639G,,J&J SUTURES SILK BLACK P-1 6-0 18' 12/BX,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,JJ-Y494G,,J&J ETHICON SUTURES MONOCRYL UNDYED MONOFIL P3 4-0 18' 12/BX,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KAV-0.411.9680(G),,KAVO SPRAY 500 ML UNIVERSAL CN,,Inventory Part,,17.76,,2.92,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KAV-0.411.9911,,KAVO SPRAY NOZZLE QUICK,,Inventory Part,,2.52,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KEL-GEL15GM,,KELO-COTE SCAR GEL 15 GM TUBE,,Inventory Part,,16.26,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KEL-GEL60GM,,KELO-COTE SCAR GEL 60 GM TUBE,,Inventory Part,,51.22,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-00340,,KERR SYBRON TUBLISEAL STANDARD PKG,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-00370(E),,KERR TEMP-BOND,,Inventory Part,,15.13,,5.18,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-00370(EU),,KERR TEMP-BOND,,Inventory Part,,11.96,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-01081,,KERR SYBRON TUBLISEAL BULK 24/PK,,Inventory Part,,253.42,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-01081(1),,"KERR SYBRON TUBLISEAL STANDARD PKG,WITH MIXING PAD",,Inventory Part,,10.16,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-06003,,KERR SYBRON K-FILES 21MM #10,,Inventory Part,,2.60,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-06004,,KERR SYBRON K-FILES 21MM #15,,Inventory Part,,2.57,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-06005,,KERR SYBRON K-FILES 21MM #20,,Inventory Part,,2.60,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-06014,,KERR SYBRON K-FILES 21MM #25,,Inventory Part,,2.60,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-06015,,KERR SYBRON K-FILES 21MM #30,,Inventory Part,,2.60,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-06016,,KERR SYBRON K-FILES 21MM #35,,Inventory Part,,2.35,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-06019,,KERR SYBRON K-FILES 21MM #40,,Inventory Part,,2.23,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-06062,,KERR SYBRON K-FILES 25MM #10,,Inventory Part,,2.35,,0.12,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-06063,,KERR SYBRON K-FILES 25MM #15,,Inventory Part,,2.60,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-06064,,KERR SYBRON K-FILES 25MM #20,,Inventory Part,,2.35,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-06065,,KERR SYBRON K-FILES 25MM #25,,Inventory Part,,2.35,,0.15,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-06066,,KERR SYBRON K-FILES 25MM #30,,Inventory Part,,2.30,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-06067,,KERR SYBRON K-FILES 25MM #35,,Inventory Part,,2.35,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-06069,,KERR SYBRON K-FILES 25MM #40,,Inventory Part,,2.35,,0.00,,Non,,Non,,0.00,,9.00,,,,0.00,,ea,,each (ea),,
,,KER-06075,,KERR SYBRON K-FILES 25MM #50,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-06151,,KERR SYBRON K-FILES 30MM #10,,Inventory Part,,2.35,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-06152,,KERR SYBRON K-FILES 30MM #15,,Inventory Part,,2.35,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
